scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
1	1864.97103472065	2961.9602851876	4383.90245764135	3022.23247706967	766.124212125527	0.253496121803427
2	35.650128263515	62.2986251606	106.662738792455	65.7795528920086	21.9323791025719	0.333422441143354
3	240.525816415085	367.46582308875	558.98351803531	376.701353607762	98.8665361873479	0.262453360574573
4	91.2201428447	123.7295817669	167.86892451691	126.313382054861	23.443470398687	0.18559767791274
5	81.68126359023	93.91969396705	105.50445919762	93.9316772561866	7.29977917822199	0.0777137105548832
6	58.70441967962	66.89628965735	75.32171917996	66.8833313543008	4.90820093298684	0.0733845164946502
7	14.632526087675	17.43138389815	20.438081197235	17.4977199355166	1.75319753656754	0.100195770822056
8	3.73368532507	4.66069049765	5.630553714085	4.6731830335828	0.580876779211215	0.124300027419614
9	0.75626211532	1.02715684075	1.285189295535	1.0246505729458	0.171333004926413	0.167211154173117
10	0.06270255881	0.165401587	0.29464762454	0.1703510563646	0.0684022460391259	0.401536964306963
11	0.0072600773	0.0403999951	0.0808262802	0.0406284067206	0.0224617624511953	0.552858560407351
13	0	0.02315879355	0.050198454765	0.023047571288	0.0162664892887285	0.705778890342248
14	0	0.0205286716	0.0510106384	0.0227518238832	0.0156076017121607	0.685993430341439
