scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
1	230.25946456897	359.50272090035	551.768857431385	368.908549976336	93.5686640719239	0.253636474616612
2	166.425110118715	238.0163389854	335.122554998845	243.30900182448	51.7299977627994	0.212610291336926
3	182.47646678155	239.4084607132	307.796105400315	242.106923353941	39.5240236830979	0.163250282708012
4	52.720277123635	79.77638600325	116.357354978615	79.152164032349	20.1358190239014	0.254393790366515
5	41.966769014075	47.0030675597	52.2049046765	47.1134064895402	3.15372212023653	0.0669389533727877
6	9.161266632425	10.74224774665	12.60082329496	10.811558927775	1.08648339348047	0.100492759715649
7	12.848930804845	15.29399734265	18.10697548709	15.3606834408518	1.57651967036714	0.102633432713963
8	3.53417103329	4.4820022942	5.60185462908	4.5182112551366	0.625917795852405	0.138532211202126
9	1.135506258105	1.56208982735	2.137066476225	1.5828234812776	0.302726433581661	0.191257229351507
10	0.235356307665	0.3431505573	0.44883837594	0.3428685828254	0.064119828078782	0.187009925349252
11	0.051406175275	0.10855321	0.17713289937	0.1116368172116	0.0375414858519409	0.336282301749821
12	0.026210385855	0.07701690655	0.152439001725	0.080829079611	0.0380737549024658	0.471040312294789
13	0	0.0250940508	0.0501881016	0.0247427340926	0.0208020199863595	0.84073247154125
