scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
NA	713.640738083255	903.282538815	1106.49624557663	909.846301544733	121.615290174924	0.133665752081913
1	20.20113577073	24.75477364395	29.331909648695	24.6902621927856	2.78773970385848	0.112908469018731
2	14.691144508225	17.599426084	21.125584501595	17.731883622597	1.85773490723025	0.104768052101516
3	17.43985272401	21.4872001173	25.93300934254	21.41530287861	2.64387968239649	0.123457496603386
4	10.81961536253	12.7113252526	15.99540179549	13.0140764907562	1.68646172207215	0.12958750651804
5	10.18820789735	11.64642540985	13.08392318168	11.6242797418504	0.890069206214163	0.0765698370979223
6	3.430819717175	3.9410080955	4.50581418351	3.9528186701572	0.324833068946295	0.082177579102908
7	5.81680797017	6.49310716275	7.26587959107	6.4937955206358	0.440278209694938	0.06779982651068
8	2.322879704315	2.7401803808	3.23602047852	2.7477955179686	0.279816338873149	0.101833028347034
9	0.974220661275	1.3407376089	1.805157750565	1.3633571298934	0.253622560156018	0.186027970657878
10	0.228901009595	0.32568749	0.427001935005	0.3263180545262	0.0598639268686438	0.183452696037808
11	0.051406175275	0.10855321	0.17713289937	0.1116368172116	0.0375414858519409	0.336282301749821
12	0.026210385855	0.07701690655	0.152439001725	0.080829079611	0.0380737549024658	0.471040312294789
13	0	0.0250940508	0.0501881016	0.0247427340926	0.0208020199863595	0.84073247154125
