scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
1	264.336481559105	322.1623335586	384.09554207274	322.869467360887	37.4747951505334	0.116067943670393
2	192.294316137745	243.6670372592	293.111452105535	242.937909908441	31.2512968490331	0.12863902904578
3	46.303805693345	62.8002444982	86.551392715715	63.8786407142414	11.9894384568137	0.187690882629265
4	144.21872831435	183.40155384015	228.40790947877	184.615924580506	25.8224578048057	0.139871237345754
5	45.421824738395	53.19315919685	62.301428222165	53.4618992243838	5.23736706400761	0.0979644782544287
6	35.91729027248	42.4463395348	52.42391553451	43.2419994050354	5.06907470600124	0.117225724428713
7	23.826120790965	30.3261418381	37.435689038475	30.5866463960892	4.36288744332381	0.142640268136151
8	5.48432410381	6.8399671513	8.213536287275	6.8483991558864	0.852478028630445	0.124478437840136
9	1.268518409285	1.64939233305	2.05875025903	1.6538810844574	0.23755836355285	0.143636907021515
10	0.12155745554	0.3031935028	0.441892535855	0.283888223093	0.10281405449168	0.362163859322897
11	0.02784635905	0.07299220375	0.128599623445	0.0745264487364	0.0301412652819788	0.404437160136107
12	0	0.0086932277	0.0260796831	0.0090061838972	0.00954322497632559	1.05963025908149
13	0	0.0103054985	0.0309164954	0.0100581665088	0.0101043648928665	1.00459312182057
