scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
NA	768.149867667155	869.795347065	977.69181314619	873.549871679285	64.0542219439149	0.0733263480661717
1	12.30785260139	14.18874787635	16.03010456938	14.1751727988798	1.12945264097224	0.0796782273484168
2	15.28350083774	17.35679962385	19.433006766955	17.369140340998	1.28622134173764	0.0740521013985734
3	5.18238704175	6.11658267945	7.05785607636	6.1369480209142	0.572362250606879	0.0932649663409754
4	11.73011065336	12.90885848695	14.35981226277	12.9685741753002	0.798882084858492	0.0616013814672112
5	6.154547401225	6.88858450935	7.597206283655	6.8875248433772	0.450156898013892	0.0653582975380114
6	6.26637128261	7.0410213552	7.866175592175	7.0432876133442	0.493629576994841	0.0700851085591921
7	5.81833718726	6.5584835045	7.342453844225	6.5662060732418	0.503957728947897	0.0767502151663492
8	3.16031789018	4.0286566075	4.92150304078	4.0658449772286	0.526764953307198	0.129558543490327
9	1.106537653115	1.42757864685	1.77590430343	1.4346573729598	0.206655589076495	0.144045256359817
10	0.11292534612	0.1884927808	0.276938097865	0.1913612847832	0.0481020708302549	0.251367829625263
11	0.025483689735	0.06283626105	0.113087208425	0.0645933214458	0.0271552732786648	0.420403730151123
12	0	0.0086932277	0.0260796831	0.0090061838972	0.00954322497632559	1.05963025908149
13	0	0.0103054985	0.0309164954	0.0100581665088	0.0101043648928665	1.00459312182057
