scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
NA	0	0	0.0162998019	0.0027057671202	0.00909093791399858	3.35983752856255
1	373.085923181615	434.5813697193	511.123901170635	435.718314399861	43.9637499587766	0.100899476808383
2	101.49728506492	142.47857844855	189.020386068365	142.955598538901	27.1153406274195	0.189676661177008
3	53.54436560093	68.28833301155	84.67614906725	68.8394152470294	9.63859032359824	0.140015575219666
4	85.06053387914	112.9764421941	147.398377594925	114.087590098828	19.0832608803951	0.167268507151954
5	51.151102362335	62.97206899055	74.48900219164	63.1847036019642	7.31332216199677	0.115745136798733
6	34.24752399937	40.34211223685	46.94518671489	40.4259198627788	3.8278295286947	0.0946875059785364
7	52.44765337528	63.8923104413	78.0931995011	64.5422982455428	7.75018963186809	0.12007923241877
8	65.11786856115	76.4272516964	89.610902519145	76.3782764473732	7.4952801163702	0.0981336639814681
9	24.36619873052	33.37748938085	42.806369348555	33.520653168074	5.71150441804775	0.170387623099408
10	1.477292141965	2.2068177386	2.96472329141	2.2163615478958	0.45766409403617	0.206493428146086
11	0.71270148703	3.04167850775	5.416828366465	2.8710665547008	1.58385734576986	0.551661661474412
12	0.171229680115	0.3895779105	0.622023642365	0.3983380060558	0.136208433046662	0.341941845809163
13	0.1207217686	0.340374074	0.62705388402	0.350971982396	0.1505552942624	0.42896670336645
14	0	0.0547099465	0.1641298395	0.055038206179	0.0562229860931652	1.02152649943408
15	0	0.03826292435	0.0784114014	0.0335126927306	0.0315516635195319	0.94148398558026
