scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
1	181.62183320929	212.260854882	243.650438834075	212.261517515129	19.3435261415373	0.0911306315340864
2	196.545871789185	234.5290983402	275.130838561275	234.985579500003	23.1491645163794	0.098513128191252
3	45.780511391295	52.6793759274	60.9247595139	53.016060197028	4.6635992222997	0.0879657825377437
4	92.510604873375	110.4146685924	128.42912388239	110.725860752867	11.0000721226067	0.0993451037346924
5	128.726969268335	150.10509643055	172.500755829475	150.493302057786	13.9857182809686	0.092932496594422
6	75.0429103432	108.5008479443	150.662795577425	109.478329178519	22.95219744801	0.209650600445165
7	45.24163904871	66.1487003844	93.136012542135	66.7513255012206	15.2655795128815	0.228693279096044
8	21.54399086939	25.7650513493	30.78808117961	25.832723103966	2.72868565350926	0.105629036572236
9	9.38817098011	12.9426046089	16.536883363885	12.9715512397918	2.20594351685459	0.170060116641069
10	8.76605672561	15.1549200424	22.52582082269	15.1524907919176	4.28858278298025	0.283028238846896
11	4.37706640211	6.38544329635	8.851213027225	6.512536163261	1.36015314104765	0.208851529872593
12	0.44945894804	0.97324038585	1.418684230035	0.9411645970342	0.302968607229021	0.321908206262471
13	0.282315130235	0.47999034075	0.72733555187	0.4930499628296	0.140786528258987	0.28554211311774
14	0.0337490009	0.159823278	0.316199674465	0.1622461382508	0.0877254890569177	0.540693849497432
15	0.0190389045	0.0754470993	0.14748574706	0.0766856662006	0.0426879257671048	0.556661079991645
16	0	0.0337490009	0.1012470026	0.0352339569084	0.0324396516910511	0.920692835476485
17	0	0.0276099049	0.0826927886	0.0303134847246	0.0256026857466758	0.844597247042954
