scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
NA	2154.24278856767	2332.7967203539	2556.10520810037	2339.78899652907	123.504143891785	0.0527843083607091
1	39.71854467788	46.74233429585	54.0708356543	46.8486954469332	4.20728816764982	0.0898058767167921
2	32.26501926069	36.1376497778	39.920198640095	36.2104514581666	2.3618286311455	0.0652250534317168
3	18.64163463148	20.73480717595	22.687228824275	20.651797316509	1.2480970997786	0.0604352774071085
4	26.746503844605	29.22076373895	32.266527159805	29.3422015395854	1.65069524785463	0.0562566938144598
5	10.148325505955	11.3741176351	12.8609570775	11.4303096177828	0.844742727714467	0.0739037485389067
6	12.18301206474	13.44052069625	15.00585364655	13.5070703296038	0.860164322899476	0.0636825234421287
7	15.466181836625	16.7403517024	18.374176256	16.8336511915898	0.918395091563078	0.0545570940677394
8	8.095035738775	9.1714831371	10.11103782427	9.1501217988392	0.630678344728864	0.0689256775586171
9	3.28286550249	3.77623913785	4.324869257405	3.77964554856	0.321803384595685	0.0851411542329117
10	1.624606266595	2.17689783065	2.721140677075	2.1707866447664	0.345761664353744	0.159279432268182
11	0.63727042434	0.983544474	1.369405853635	0.992247422655	0.221460906195871	0.223191213340014
12	0.70812191869	0.9532599867	1.248901088925	0.9652637593432	0.158225919035798	0.163919879415613
13	0.30513116849	0.60529146045	0.882802286125	0.5897379816054	0.177521792481886	0.301018075855707
14	0.037942944975	0.10477678785	0.17630256912	0.1055159327582	0.0437872699823223	0.414982541856168
15	0.0232331525	0.0820880626	0.15075934735	0.0852625789826	0.0377908349722525	0.443228851662634
16	0	0.0511806594	0.11401558229	0.0545050003604	0.0324625818163427	0.595589057915647
17	0	0.0189305707	0.04737558806	0.0196208231024	0.0169979744413927	0.866323209412837
