scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
NA	0	0	0	0.0001273658942	0.00174111435515074	13.6701772957892
1	562.24959652089	617.5983202667	676.86998583629	617.175113444638	35.4686662065583	0.0574693720370497
2	150.79658622756	218.5207794124	329.613621337085	225.810515837941	54.310898440856	0.240515364128718
3	70.72800641945	85.71456384845	99.98699978008	85.400408728821	9.10818072145912	0.106652659595355
4	38.082425839155	49.6444927153	63.38533998923	50.369766204689	7.58600294626474	0.150606276698552
5	95.78973601598	129.2759850986	166.82416349639	129.703109720205	20.8681712019524	0.160891834027488
6	115.51458936626	138.7681667131	162.936467041735	138.663006500639	14.0694527087384	0.101465077556021
7	87.62167593697	103.6573168572	119.98869664554	103.506601093845	9.63476100885005	0.0930835416005459
8	13.67888919091	16.36728128215	19.13570029412	16.3666762481914	1.69505446583075	0.103567422005923
9	2.572344824075	4.4470511838	6.353183599295	4.3567596167962	1.14005203141573	0.261674301933161
10	0.82118572606	1.19809007985	1.578107810825	1.196517041305	0.226930443225883	0.189659181935577
11	0.30165563118	0.766632252	1.599969658995	0.818420871162	0.394811145785433	0.4824060085673
12	0.0782296797	0.1876662258	0.303655244635	0.1896137791258	0.0682478045448274	0.35993061717075
13	0.0290265327	0.1372858781	0.294639497265	0.1438248055558	0.0838447502326657	0.582964460884575
14	0	0.0356403795	0.079312372665	0.0376990236088	0.024132174150478	0.640127298810064
15	0	0.0213743672	0.0641231016	0.0232543958738	0.023088984071356	0.992886858753861
