scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
1	720.630022136065	852.39397234875	987.05910560604	853.43333601616	79.5173088609548	0.0931734272674921
2	159.61825701816	212.6930803883	276.35666111177	216.666143883212	37.8609705690739	0.174743362716982
3	147.2800094214	245.325294444	365.903081210755	248.880668718034	66.3158534078571	0.266456425681613
4	39.94292965498	53.7686473171	75.510356048575	55.0624685434174	11.038906157839	0.200479681529983
5	74.570352015995	101.7567456784	133.725759010215	102.969272526516	18.6728855034618	0.18134425003977
6	17.414069328335	22.4834852592	27.233485782045	22.384768896811	3.03508389555442	0.135587010504576
7	13.58013795575	16.33929190075	19.341032370175	16.3588032819722	1.74829710827984	0.106871944001338
8	3.163834572425	3.81061655765	4.39600576175	3.8061081022276	0.382790615703478	0.100572712445934
9	0.68993920567	0.91699854965	1.15266814926	0.9192717934394	0.14666776466003	0.159547769992247
10	0.18683185349	0.2973131257	0.411991653045	0.2974234167396	0.0685393531213332	0.2304437016852
11	0.0083558528	0.0332848637	0.07776073334	0.0364709859026	0.0220787473218573	0.605378406298673
12	0	0.023694553	0.0532634693	0.0237658337588	0.0155942462222277	0.656162387589432
13	0.0088473736	0.0336041516	0.066307697735	0.0353919007742	0.0172473174380892	0.487323852655639
14	0	0.0426626213	0.127987864	0.0424066455786	0.0399235394912465	0.941445354767543
