scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
NA	573.38056641445	734.8431181978	939.663807427955	742.826024715062	112.312208535827	0.151195845055251
1	6.642323715095	7.54692558285	8.71435979226	7.6440964162682	0.657473784370599	0.0860106608508182
2	11.21319283118	12.71789935	14.286318603545	12.7553059314372	0.944701205048767	0.0740633905706975
3	18.516462095405	21.5727335107	24.48347615396	21.5862805024638	1.83313966101957	0.0849215158123394
4	20.00520191423	23.7887422803	26.90322558326	23.6601906804256	2.18441506967824	0.0923244913442494
5	11.46719052853	12.847025216	14.37076017836	12.8571727575512	0.901868001952357	0.0701451259121238
6	10.82108442978	12.0695814205	13.399751387055	12.0970962284842	0.816391244594645	0.0674865462897075
7	3.94938404561	4.81100654525	5.66703448172	4.8152760549	0.544681778461732	0.113115379523769
8	4.729802952365	5.5937791547	6.49120194498	5.6152924311326	0.52702665892417	0.0938556033167928
9	1.00204198116	1.2703376483	1.582299330795	1.279320777046	0.181723841749563	0.142047127671271
10	0.216532564505	0.3515259246	0.486215804185	0.3526990815904	0.0826346683731	0.234292269774227
11	0	0.0244443775	0.0519257068	0.0235151936504	0.0162351490663039	0.690411029892909
12	0	0.0220775503	0.0662326508	0.0235788236912	0.0192581269381624	0.816755203328902
13	0	0.0084910596	0.0210906964	0.0080013171968	0.00743603348267831	0.929351168036712
