scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
NA	0	0	0	0.000463555768	0.00439385562500206	9.47859120372774
1	59.020765781545	68.2809009996	79.761160664755	68.8300432422548	6.32582149448231	0.0919049472658022
2	75.36822862397	101.6118952409	129.426018249105	101.96060080261	16.3330027984409	0.160189354219878
3	145.552401980145	192.49666976495	249.43944688425	194.370960617177	31.7384807464574	0.163288181761718
4	192.793053489215	293.186603367	428.803159334965	300.587336149493	70.2435867767507	0.233687778322823
5	66.9055017915	110.3613329287	171.19707687397	111.898229334159	35.0825089604305	0.313521573747735
6	34.299053156535	40.16434565115	46.45261954328	40.2394327533198	3.63670755996752	0.0903767103841066
7	9.415818343075	17.08286874665	29.02494507789	17.3425113632862	6.39201747833943	0.368575077994253
8	6.51757639827	7.97962271095	10.169384021955	8.1067052875254	1.15757827630425	0.142792692622677
9	1.222484194415	1.7142078102	2.60924827834	1.7892984726972	0.451662875932581	0.252424557906061
10	0.221201840865	0.35378400335	0.49435984704	0.3594462265168	0.0850132473017077	0.23651172562173
11	0	0.0244443775	0.05976802475	0.0266278054796	0.0187104379739538	0.702665414477665
12	0	0.0220775503	0.0662326508	0.0239069088774	0.0197189013759668	0.824820200599325
13	0	0.0084910596	0.0213646016	0.0082883917346	0.00819580939517823	0.988829878897339
