scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
NA	1713.43181398245	1949.4732372193	2185.33404118932	1949.16670731785	142.791904875013	0.0732579231622021
1	54.724694856095	62.03495064895	69.28506841136	62.0711426854882	4.46765115038614	0.0719762994057244
2	27.790757485995	33.0005712444	38.30940182076	32.8832361333132	3.18006869566728	0.0967078995137475
3	21.57132287422	23.92373013405	26.108057418225	23.918756546416	1.36340547216159	0.0570015196866863
4	26.042696269115	28.50255761025	31.386793047265	28.617359674162	1.6629344461123	0.0581092897823739
5	17.92140843517	21.1659388614	24.67311462194	21.2255572536174	2.06827227132428	0.0974425428087072
6	16.825429216005	19.2950559125	22.228273132425	19.3845793020088	1.65486356519039	0.0853701047315945
7	10.4714976751	12.33869364195	14.634244231135	12.4926133459962	1.29110341539131	0.103349345699961
8	6.63456184833	8.07053853045	9.662244341415	8.0804114589258	0.928284281220267	0.114880818376503
9	8.96971058585	11.0337105916	13.600894324125	11.0461957745164	1.39674762057287	0.126446031655094
10	5.38721999688	6.24140927465	7.17675855265	6.237814513754	0.548189260187552	0.0878816224783261
11	1.252629339455	1.6625121	2.15759344949	1.679628302041	0.293006378963077	0.174447155127733
12	0.302365253755	0.65424815485	1.09068216891	0.6723971369554	0.2396775499144	0.356452365338221
13	0	0.0960994044	0.2606999773	0.1116486305356	0.0835958080334224	0.748740111118222
14	0	0.0689186222	0.157165243454999	0.0698558991622	0.0524652852189533	0.751050173975042
15	0	0.0368335226	0.0899428986099999	0.036720188663	0.0320732930835676	0.873451206308352
