scale: 1e+06
unit: millions
baseunit: 1
var: Abundance
nboot: 500
seed: 1
bootstrapMethod: SweptAreaLength
acousticMethod: PSU~Stratum
bioticMethod: PSU~Stratum
"age"	"Ab.Sum.5%"	"Ab.Sum.50%"	"Ab.Sum.95%"	"Ab.Sum.mean"	"Ab.Sum.sd"	"Ab.Sum.cv"
1	1115.3553297232	1297.1367361656	1468.3751936382	1293.63211717951	107.902250786153	0.0834103060315253
2	108.24559907648	197.716567099	275.03440402188	196.565175849632	48.9642075771241	0.249099095836694
3	105.46987933795	123.84897450635	145.027063421015	124.33618316691	12.1605212484668	0.0978035591790881
4	142.1438322538	169.6078347082	201.344870297505	170.069627609437	17.6979920944838	0.104063214244974
5	95.662648595335	131.9445562013	170.3730606604	132.433534783452	23.3309654087066	0.176171129516826
6	72.280816814175	95.6688115071	123.84614044284	97.0501619410162	15.9914174710856	0.164774763393024
7	37.64492500273	64.30130851585	104.46586802434	66.4860095298374	20.7167775573274	0.311596044097521
8	16.596449416735	27.53427933055	38.794391945325	27.4456232977812	6.72360591913734	0.244979166484475
9	21.11685240249	50.1458273893	88.091815317885	49.062715481331	21.4156706343628	0.436495828334486
10	12.33468855666	16.5242885359	21.53136791183	16.7142314932916	2.92159309178825	0.17479673492382
11	2.055983050375	2.88795398315	4.095114686585	2.9594825998362	0.63593522999004	0.214880543654907
12	0.34031659696	0.7076063313	1.151229553495	0.7215365130034	0.247283454442365	0.342717866644123
13	0	0.0960994044	0.2606999773	0.1116486305356	0.0835958080334224	0.748740111118222
14	0	0.0689186222	0.157165243454999	0.0698558991622	0.0524652852189533	0.751050173975042
15	0	0.0368335226	0.0899428986099999	0.036720188663	0.0320732930835676	0.873451206308352
